,GEO_ID,Median_Income
834,0500000US19089,55060.0
835,0500000US19091,54575.0
836,0500000US19093,58427.0
837,0500000US19095,61443.0
838,0500000US19097,55967.0
839,0500000US19099,58952.0
840,0500000US19101,47708.0
841,0500000US19103,62542.0
842,0500000US19105,57549.0
843,0500000US19107,52881.0
844,0500000US19109,56073.0
845,0500000US19111,49564.0
846,0500000US19113,64903.0
847,0500000US19115,56673.0
848,0500000US19117,55205.0
849,0500000US19119,64982.0
850,0500000US19121,66316.0
851,0500000US19123,54825.0
852,0500000US19125,61038.0
853,0500000US19127,56437.0
854,0500000US19129,72079.0
855,0500000US19131,58302.0
856,0500000US19133,47605.0
857,0500000US19135,58269.0
858,0500000US19137,51696.0
859,0500000US19139,58453.0
860,0500000US19141,53703.0
861,0500000US19143,59725.0
862,0500000US19145,51867.0
863,0500000US19147,52932.0
864,0500000US19149,67297.0
865,0500000US19151,52448.0
866,0500000US19153,67637.0
867,0500000US19155,60065.0
868,0500000US19157,53852.0
869,0500000US19159,55271.0
870,0500000US19161,58232.0
871,0500000US19163,61183.0
872,0500000US19165,58000.0
873,0500000US19167,69844.0
874,0500000US19169,56756.0
875,0500000US19171,56037.0
876,0500000US19173,50431.0
877,0500000US19175,49900.0
878,0500000US19177,48591.0
879,0500000US19179,46246.0
880,0500000US19181,77048.0
881,0500000US19183,62556.0
882,0500000US19185,44768.0
883,0500000US19187,47466.0
884,0500000US19189,49870.0
885,0500000US19191,65263.0
886,0500000US19193,59224.0
887,0500000US19195,57130.0
888,0500000US19197,53333.0
889,0500000US20001,45333.0
890,0500000US20003,50213.0
891,0500000US20005,50439.0
892,0500000US20007,50174.0
893,0500000US20009,49723.0
894,0500000US20011,43917.0
895,0500000US20013,48333.0
896,0500000US20015,64782.0
897,0500000US20017,45353.0
898,0500000US20019,40298.0
899,0500000US20021,43175.0
900,0500000US20023,47639.0
901,0500000US20025,53348.0
902,0500000US20027,53929.0
903,0500000US20029,45373.0
904,0500000US20031,59583.0
905,0500000US20033,54821.0
906,0500000US20035,50102.0
907,0500000US20037,41004.0
908,0500000US20039,48125.0
909,0500000US20041,49991.0
910,0500000US20043,49703.0
911,0500000US20045,59435.0
912,0500000US20047,50902.0
913,0500000US20049,38750.0
914,0500000US20051,52883.0
915,0500000US20053,54902.0
916,0500000US20055,60798.0
917,0500000US20057,51711.0
918,0500000US20059,56582.0
919,0500000US20061,53133.0
920,0500000US20063,48317.0
921,0500000US20065,46375.0
922,0500000US20067,53413.0
923,0500000US20069,64930.0
924,0500000US20071,54112.0
925,0500000US20073,41982.0
926,0500000US20075,46944.0
927,0500000US20077,49865.0
928,0500000US20079,57982.0
929,0500000US20081,55064.0
930,0500000US20083,61211.0
931,0500000US20085,57914.0
932,0500000US20087,64864.0
933,0500000US20089,40676.0
934,0500000US20091,89087.0
935,0500000US20093,52599.0
936,0500000US20095,60469.0
937,0500000US20097,53274.0
938,0500000US20099,47643.0
939,0500000US20101,52125.0
940,0500000US20103,73013.0
941,0500000US20105,45076.0
942,0500000US20107,48778.0
943,0500000US20109,51740.0
944,0500000US20111,46338.0
945,0500000US20113,59089.0
946,0500000US20115,52123.0
947,0500000US20117,51895.0
948,0500000US20119,59316.0
949,0500000US20121,71995.0
950,0500000US20123,46203.0
951,0500000US20125,45157.0
952,0500000US20127,55658.0
953,0500000US20129,47750.0
954,0500000US20131,63216.0
955,0500000US20133,46291.0
956,0500000US20135,56492.0
957,0500000US20137,49038.0
958,0500000US20139,54090.0
959,0500000US20141,51286.0
960,0500000US20143,54784.0
961,0500000US20145,49917.0
962,0500000US20147,50093.0
963,0500000US20149,66835.0
964,0500000US20151,52327.0
965,0500000US20153,53207.0
966,0500000US20155,49936.0
967,0500000US20157,47976.0
968,0500000US20159,53012.0
969,0500000US20161,51208.0
970,0500000US20163,49415.0
971,0500000US20165,47981.0
972,0500000US20167,44792.0
973,0500000US20169,52200.0
974,0500000US20171,65417.0
975,0500000US20173,56524.0
976,0500000US20175,49291.0
977,0500000US20177,56762.0
978,0500000US20179,62885.0
979,0500000US20181,54754.0
980,0500000US20183,43429.0
981,0500000US20185,49375.0
982,0500000US20187,52054.0
983,0500000US20189,57806.0
984,0500000US20191,55000.0
985,0500000US20193,60124.0
986,0500000US20195,57966.0
987,0500000US20197,61178.0
988,0500000US20199,63269.0
